# redshift    SN_Ia    SN_II    SN_Ibc
1.113713379099853906e+00 1.642749623022673744e-01 5.850075263884128018e-01 2.507175113093197960e-01
1.113428992203417955e+00 1.643013880090781753e-01 5.849890283936451940e-01 2.507095835972765197e-01
1.113144689321358349e+00 1.643278089296841549e-01 5.849705337492210333e-01 2.507016573210947286e-01
1.112860470407195157e+00 1.643542250557668005e-01 5.849520424609632174e-01 2.506937324832699265e-01
1.112576335414456441e+00 1.643806363815525640e-01 5.849335545329131802e-01 2.506858090855342280e-01
1.112292284296681144e+00 1.644070429025525637e-01 5.849150699682131860e-01 2.506778871292342226e-01
1.112008317874692231e+00 1.644334446183449427e-01 5.848965887671584429e-01 2.506699666144964755e-01
1.111724436048322495e+00 1.644598415260615509e-01 5.848781109317569005e-01 2.506620475421815208e-01
1.111440637966634615e+00 1.644862336194432006e-01 5.848596364663897207e-01 2.506541299141670232e-01
1.111156923583196621e+00 1.645126208918026578e-01 5.848411653757381590e-01 2.506462137324592110e-01
1.110873292851585870e+00 1.645390033355006165e-01 5.848226976651494935e-01 2.506382989993498067e-01
1.110589745725387489e+00 1.645653809452536087e-01 5.848042333383224323e-01 2.506303857164238758e-01
1.110306282813640077e+00 1.645917537205438819e-01 5.847857723956192411e-01 2.506224738838367938e-01
1.110022904493314977e+00 1.646181216606219799e-01 5.847673148375646113e-01 2.506145635018133810e-01
1.109739609648250580e+00 1.646444847586088778e-01 5.847488606689738022e-01 2.506066545724173200e-01
1.109456398232064434e+00 1.646708430085266905e-01 5.847304098940313555e-01 2.505987470974420095e-01
1.109173270198380745e+00 1.646971964023175861e-01 5.847119625183776481e-01 2.505908410793046825e-01
1.108890225500831495e+00 1.647235449343875668e-01 5.846935185459286588e-01 2.505829365196837188e-01
1.108607264851366292e+00 1.647498886039481525e-01 5.846750779772362794e-01 2.505750334188155404e-01
1.108324388474630995e+00 1.647762274097262503e-01 5.846566408131915749e-01 2.505671317770821194e-01
1.108041595304010585e+00 1.648025613458426186e-01 5.846382070579101420e-01 2.505592315962472116e-01
1.107758885293167905e+00 1.648288904062997218e-01 5.846197767155900671e-01 2.505513328781100446e-01
1.107476258395777124e+00 1.648552145831425064e-01 5.846013497918001178e-01 2.505434356250572092e-01
1.107193714565519072e+00 1.648815338709188338e-01 5.845829262903567969e-01 2.505355398387243415e-01
1.106911254931511879e+00 1.649078482705433890e-01 5.845645062106196166e-01 2.505276455188369944e-01
1.106628878937479410e+00 1.649341577782608981e-01 5.845460895552173630e-01 2.505197526665217111e-01
1.106346585880689570e+00 1.649604623885026211e-01 5.845276763280481402e-01 2.505118612834492109e-01
1.106064375714853387e+00 1.649867620943100965e-01 5.845092665339829408e-01 2.505039713717069905e-01
1.105782248393692324e+00 1.650130568890120497e-01 5.844908601776915846e-01 2.504960829332963934e-01
1.105500203892238575e+00 1.650393467677280235e-01 5.844724572625903392e-01 2.504881959696815819e-01
1.105218244006700212e+00 1.650656317344956769e-01 5.844540577858530206e-01 2.504803104796513025e-01
1.104936366836054562e+00 1.650919117807605196e-01 5.844356617534676168e-01 2.504724264657718358e-01
1.104654572334053286e+00 1.651181869028943150e-01 5.844172691679738740e-01 2.504645439291317000e-01
1.104372860454456040e+00 1.651444570915731325e-01 5.843988800358987934e-01 2.504566628725280464e-01
1.104091231151032471e+00 1.651707223408770131e-01 5.843804943613860603e-01 2.504487832977368988e-01
1.103809685390072293e+00 1.651969826517515061e-01 5.843621121437738708e-01 2.504409052044745398e-01
1.103528223038548139e+00 1.652232380217174834e-01 5.843437333847977255e-01 2.504330285934847633e-01
1.103246843133544930e+00 1.652494884447999468e-01 5.843253580886400567e-01 2.504251534665600243e-01
1.102965545628864064e+00 1.652757339146315452e-01 5.843069862597578545e-01 2.504172798256105170e-01
1.102684330478312269e+00 1.653019744234875410e-01 5.842886179035586824e-01 2.504094076729537210e-01
1.102403197970172277e+00 1.653282099677004235e-01 5.842702530226095980e-01 2.504015370096898674e-01
1.102122149371630888e+00 1.653544405500982084e-01 5.842518916149311847e-01 2.503936678349705236e-01
1.101841182997676638e+00 1.653806661632187536e-01 5.842335336857468198e-01 2.503858001510343434e-01
1.101560298802147120e+00 1.654068868026682959e-01 5.842151792381321540e-01 2.503779339591994946e-01
1.101279496738891250e+00 1.654331024598268973e-01 5.841968282781211386e-01 2.503700692620519086e-01
1.100998776761764830e+00 1.654593131288967789e-01 5.841784808097721937e-01 2.503622060613309164e-01
1.100718140722949823e+00 1.654855188141012290e-01 5.841601368301291286e-01 2.503543443557696424e-01
1.100437586814978053e+00 1.655117195072275671e-01 5.841417963449406781e-01 2.503464841478317271e-01
1.100157114863723695e+00 1.655379152053977898e-01 5.841234593562215638e-01 2.503386254383806464e-01
1.099876724823074747e+00 1.655641058999619553e-01 5.841051258700266091e-01 2.503307682300113801e-01
1.099596416646927199e+00 1.655902915847712320e-01 5.840867958906601487e-01 2.503229125245686193e-01
1.099316191984335056e+00 1.656164722630130148e-01 5.840684694158908563e-01 2.503150583210960733e-01
1.099036049478169463e+00 1.656426479281308539e-01 5.840501464503083939e-01 2.503072056215607244e-01
1.098755988707199815e+00 1.656688185756248488e-01 5.840318269970625753e-01 2.502993544273125481e-01
1.098476009625355410e+00 1.656949841976448623e-01 5.840135110616485603e-01 2.502915047407065496e-01
1.098196112186572426e+00 1.657211447886125510e-01 5.839951986479712254e-01 2.502836565634162236e-01
1.097916298051811346e+00 1.657473003515990695e-01 5.839768897538806236e-01 2.502758098945203069e-01
1.097636565884160254e+00 1.657734508801529949e-01 5.839585843838929202e-01 2.502679647359540849e-01
1.097356915230375707e+00 1.657995963697482811e-01 5.839402825411761366e-01 2.502601210890755268e-01
1.097077346044421864e+00 1.658257368119188668e-01 5.839219842316567544e-01 2.502522789564243233e-01
1.096797858280277094e+00 1.658518722006810386e-01 5.839036894595233118e-01 2.502444383397957051e-01
1.096518453825597650e+00 1.658780025412147363e-01 5.838853982211495985e-01 2.502365992376355819e-01
1.096239130934061778e+00 1.659041278256953023e-01 5.838671105220132329e-01 2.502287616522914093e-01
1.095959889335246906e+00 1.659302480501702870e-01 5.838488263648807797e-01 2.502209255849489056e-01
1.095680728983160712e+00 1.659563632055680305e-01 5.838305457561022704e-01 2.502130910383295603e-01
1.095401650004772964e+00 1.659824732862932861e-01 5.838122686995945720e-01 2.502052580141119753e-01
1.095122654210114010e+00 1.660085782977062108e-01 5.837939951916055747e-01 2.501974265106881035e-01
1.094843739533181592e+00 1.660346782316097780e-01 5.837757252378731332e-01 2.501895965305170333e-01
1.094564905928014475e+00 1.660607730842446617e-01 5.837574588410286980e-01 2.501817680747265848e-01
1.094286153348659862e+00 1.660868628461109053e-01 5.837391960077222830e-01 2.501739411461667006e-01
1.094007482533854381e+00 1.661129475147561652e-01 5.837209367396706261e-01 2.501661157455731255e-01
1.093728894113983774e+00 1.661390270911896061e-01 5.837026810361672924e-01 2.501582918726431015e-01
1.093450386591033885e+00 1.661651015690569499e-01 5.836844289016600573e-01 2.501504695292828817e-01
1.093171959919082781e+00 1.661911709433634143e-01 5.836661803396455683e-01 2.501426487169909341e-01
1.092893614052218743e+00 1.662172352056197899e-01 5.836479353560660721e-01 2.501348294383140547e-01
1.092615350555039111e+00 1.662432943576613309e-01 5.836296939496370406e-01 2.501270116927016285e-01
1.092337168450040474e+00 1.662693483949258810e-01 5.836114561235518083e-01 2.501191954815222274e-01
1.092059067021344809e+00 1.662953973125221585e-01 5.835932218812344141e-01 2.501113808062433441e-01
1.091781046223069707e+00 1.663214411039504459e-01 5.835749912272346629e-01 2.501035676688148635e-01
1.091503106335359075e+00 1.663474797635056401e-01 5.835567641655460269e-01 2.500957560709483052e-01
1.091225248984483365e+00 1.663735132946865536e-01 5.835385406937193542e-01 2.500879460115940089e-01
1.090947472135331386e+00 1.663995416891759227e-01 5.835203208175767653e-01 2.500801374932472010e-01
1.090669775742052483e+00 1.664255649430722850e-01 5.835021045398494088e-01 2.500723305170783339e-01
1.090392159758806212e+00 1.664515830477337477e-01 5.834838918665863350e-01 2.500645250856798341e-01
1.090114625675439264e+00 1.664775960049410253e-01 5.834656827965412074e-01 2.500567211985176841e-01
1.089837172742556870e+00 1.665036038104788507e-01 5.834474773326647767e-01 2.500489188568563725e-01
1.089559800091119079e+00 1.665296064596093195e-01 5.834292754782733903e-01 2.500411180621172069e-01
1.089282507675315204e+00 1.665556039448752024e-01 5.834110772385873167e-01 2.500333188165373977e-01
1.089005296005614465e+00 1.665815962616186696e-01 5.833928826168669479e-01 2.500255211215143825e-01
1.088728166326166980e+00 1.666075834132483002e-01 5.833746916107260816e-01 2.500177249760254794e-01
1.088451116753853087e+00 1.666335653914788051e-01 5.833565042259648559e-01 2.500099303825563668e-01
1.088174147242891188e+00 1.666595421923609266e-01 5.833383204653472820e-01 2.500021373422917081e-01
1.087897257747513891e+00 1.666855138067977471e-01 5.833201403352414882e-01 2.499943458579606537e-01
1.087620450370939462e+00 1.667114802388854067e-01 5.833019638327802125e-01 2.499865559283343808e-01
1.087343723215468350e+00 1.667374414819230155e-01 5.832837909626538142e-01 2.499787675554230870e-01
1.087067075947187877e+00 1.667633975325549522e-01 5.832656217272115251e-01 2.499709807402334949e-01
1.086790508520361076e+00 1.667893483819786471e-01 5.832474561326148610e-01 2.499631954854063809e-01
1.086514022363282317e+00 1.668152940302694565e-01 5.832292941788114193e-01 2.499554117909191797e-01
1.086237616962814512e+00 1.668412344739406694e-01 5.832111358682414703e-01 2.499476296578177770e-01
1.085961291275493235e+00 1.668671697085582772e-01 5.831929812040091976e-01 2.499398490874324974e-01
1.085685045255611492e+00 1.668930997277504602e-01 5.831748301905745890e-01 2.499320700816748397e-01
1.085408879791239789e+00 1.669190245282421159e-01 5.831566828302304772e-01 2.499242926415273514e-01
1.085132795484375023e+00 1.669449441099747078e-01 5.831385391230176074e-01 2.499165167670075738e-01
1.084856790716728803e+00 1.669708584654913952e-01 5.831203990741559151e-01 2.499087424603525509e-01
1.084580865442627884e+00 1.669967675906824656e-01 5.831022626865222103e-01 2.499009697227952409e-01
1.084305020144491483e+00 1.670226714802262868e-01 5.830841299638415132e-01 2.498931985559320890e-01
1.084029256270267583e+00 1.670485701366487830e-01 5.830660009043457936e-01 2.498854289590053679e-01
1.083753571761453927e+00 1.670744635511363652e-01 5.830478755142045610e-01 2.498776609346591016e-01
1.083477966572408135e+00 1.671003517194291632e-01 5.830297537963995413e-01 2.498698944841712399e-01
1.083202440914353692e+00 1.671262346352715700e-01 5.830116357553098982e-01 2.498621296094185318e-01
1.082926996812248799e+00 1.671521123033662126e-01 5.829935213876435984e-01 2.498543663089901057e-01
1.082651631901864420e+00 1.671779847139740205e-01 5.829754107002180774e-01 2.498466045858077633e-01
1.082376346137589040e+00 1.672038518637045390e-01 5.829573036954067700e-01 2.498388444408886078e-01
1.082101139593781403e+00 1.672297137435194148e-01 5.829392003795362820e-01 2.498310858769441367e-01
1.081826014603713970e+00 1.672555703607239430e-01 5.829211007474932593e-01 2.498233288917828254e-01
1.081550968631796117e+00 1.672814217050691277e-01 5.829030048064516301e-01 2.498155734884792700e-01
1.081276001632445638e+00 1.673072677736594516e-01 5.828849125584383284e-01 2.498078196679021645e-01
1.081001113677367842e+00 1.673331085568559029e-01 5.828668240102008458e-01 2.498000674329432236e-01
1.080726307139699083e+00 1.673589440611700230e-01 5.828487391571809395e-01 2.497923167816489820e-01
1.080451579446724653e+00 1.673847742774643155e-01 5.828306580057749375e-01 2.497845677167606915e-01
1.080176930552895431e+00 1.674105992028998569e-01 5.828125805579701391e-01 2.497768202391300596e-01
1.079902360661349370e+00 1.674364188283691823e-01 5.827945068201414447e-01 2.497690743514892064e-01
1.079627871916879034e+00 1.674622331587905244e-01 5.827764367888466079e-01 2.497613300523628399e-01
1.079353461843766127e+00 1.674880421856874968e-01 5.827583704700187717e-01 2.497535873442937593e-01
1.079079130396497055e+00 1.675138459064129670e-01 5.827403078655108981e-01 2.497458462280761071e-01
1.078804878043604143e+00 1.675396443132280699e-01 5.827222489807403205e-01 2.497381067060315540e-01
1.078530706433572739e+00 1.675654374092579446e-01 5.827041938135194554e-01 2.497303687772226277e-01
1.078256613321683544e+00 1.675912251859683899e-01 5.826861423698220799e-01 2.497226324442094747e-01
1.077982598662452718e+00 1.676170076410186394e-01 5.826680946512868831e-01 2.497148977076943943e-01
1.077708663323652560e+00 1.676427847688762851e-01 5.826500506617865449e-01 2.497071645693371145e-01
1.077434808189743798e+00 1.676685565700648806e-01 5.826320104009545808e-01 2.496994330289805386e-01
1.077161031380880596e+00 1.676943230370886995e-01 5.826139738740379048e-01 2.496917030888733957e-01
1.076887332851608647e+00 1.677200841661000419e-01 5.825959410837299179e-01 2.496839747501699569e-01
1.076613714002660593e+00 1.677458399552497481e-01 5.825779120313251402e-01 2.496762480134250839e-01
1.076340174687001827e+00 1.677715904016487125e-01 5.825598867188458430e-01 2.496685228795053890e-01
1.076066713523407659e+00 1.677973354994847788e-01 5.825418651503605494e-01 2.496607993501545331e-01
1.075793330466457975e+00 1.678230752426058126e-01 5.825238473301759257e-01 2.496530774272182618e-01
1.075520027583442007e+00 1.678488096338451030e-01 5.825058332563084473e-01 2.496453571098464774e-01
1.075246803428600462e+00 1.678745386661130712e-01 5.824878229337208113e-01 2.496376384001660620e-01
1.074973657252962234e+00 1.679002623356629087e-01 5.824698163650359195e-01 2.496299212993011163e-01
1.074700589073298795e+00 1.679259806342293104e-01 5.824518135560394771e-01 2.496222058097312124e-01
1.074427601570456581e+00 1.679516935688734891e-01 5.824338145017885493e-01 2.496144919293379338e-01
1.074154691919442683e+00 1.679774011282992308e-01 5.824158192101904774e-01 2.496067796615102086e-01
1.073881860074891836e+00 1.680031033108403959e-01 5.823978276824116618e-01 2.495990690067478590e-01
1.073609106952719605e+00 1.680288001101543360e-01 5.823798399228919953e-01 2.495913599669536964e-01
1.073336433469813889e+00 1.680544915275811457e-01 5.823618559306932285e-01 2.495836525417256535e-01
1.073063837666081932e+00 1.680801775556842736e-01 5.823438757110209751e-01 2.495759467332946957e-01
1.072791319496191331e+00 1.681058581903195626e-01 5.823258992667762479e-01 2.495682425429041340e-01
1.072518880908464700e+00 1.681315334314246734e-01 5.823079265980026786e-01 2.495605399705725924e-01
1.072246520789274404e+00 1.681572032734301447e-01 5.822899577085988154e-01 2.495528390179709288e-01
1.071974238176722327e+00 1.681828677126180061e-01 5.822719926011673541e-01 2.495451396862145843e-01
1.071702033240255147e+00 1.682085267426352282e-01 5.822540312801552931e-01 2.495374419772094232e-01
1.071429908449502255e+00 1.682341803678900072e-01 5.822360737424769894e-01 2.495297458896330034e-01
1.071157861038249060e+00 1.682598285773129476e-01 5.822181199958809117e-01 2.495220514268061129e-01
1.070885890961219555e+00 1.682854713699836469e-01 5.822001700410114333e-01 2.495143585890048921e-01
1.070613999652272996e+00 1.683111087426330532e-01 5.821822238801568350e-01 2.495066673772100840e-01
1.070342187086452679e+00 1.683367406923035048e-01 5.821642815153874606e-01 2.494989777923089236e-01
1.070070451727804572e+00 1.683623672123096549e-01 5.821463429513832333e-01 2.494912898363070841e-01
1.069798793531083092e+00 1.683879882986010212e-01 5.821284081909792185e-01 2.494836035104196770e-01
1.069527215327487513e+00 1.684136039563733367e-01 5.821104772305386588e-01 2.494759188130880045e-01
